id,win,draw,defeat,concede,c_win,c_draw,c_defeat,0:0,0:1,1:0,1:1,2:0,0:2,2:1,1:2,2:2,3:0,0:3,3:1,3:2,1:3,2:3,3:3,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,other
5&14,2.36,2.58,1.61,0,0,0,0,30.43,13.86,12.06,5.66,19.44,12.61,7.25,5.93,6.66,53.84,22.22,20.89,16.47,10.85,10.76,36.84,700,87.5,140,233.33,1400,200,73.68,40,77.77,87.5
5&15,1.05,3.66,5.16,-1,1.77,2.51,2.14,40,27.45,11.02,7.56,7.32,53.84,4.66,13.46,10.93,9.15,280,6.51,11.66,48.27,31.11,41.17,21.87,15.73,28,140,2000,350,233.33,1400,2000,50
5&16,2.16,2.58,1.72,0,0,0,0,26.41,9.72,11.57,5.62,12.5,13.59,6.36,5.73,6.93,50,32.55,17.07,25.45,14.73,14.73,41.17,233.33,200,175,200,350,200,40,58.33,93.33,200
16&5,1.8,2.43,2.15,0,0,0,0,28.57,10.93,12.28,4.82,12.96,12.5,6.16,7,7.29,28.57,37.83,12.28,17.94,19.17,20.28,32.55,127.27,45.16,51.85,140,700,350,175,116.66,233.33,233.33
15&5,6,3.26,1.05,1,2.11,2.43,1.83,34.14,9.79,31.11,6.82,46.66,7.07,14.58,4.66,8.86,350,9.39,73.68,42.42,6.57,11.2,58.33,2000,466.66,1400,700,1400,175,31.11,16.27,29.16,60.86
14&5,1.58,2.5,2.49,0,0,0,0,33.33,14.28,11.57,5.32,10.85,17.5,5.64,7.17,6.6,23.33,56,10.76,15.21,20.58,21.53,35,93.33,43.75,46.66,87.5,1400,466.66,127.27,107.69,466.66,175
13&5,4.81,3.11,1.11,1,1.89,2.51,1.98,33.33,9.65,21.87,6.42,48.27,7.17,11.76,4.59,8.58,200,10.76,58.33,34.14,7.48,14.14,56,1400,700,700,700,1400,200,31.81,20.28,24.56,63.63
12&5,4.05,2.92,1.19,1,1.69,2.47,2.29,19.71,7.1,17.28,5.69,31.81,6.63,11.02,5.24,9.65,77.77,12.06,41.17,40,8,15.05,82.35,2000,466.66,466.66,2000,2000,175,70,37.83,38.88,87.5
11&5,3.13,2.78,1.33,0,0,0,0,27.45,10.85,16.47,5.76,22.95,9.92,8.48,4.51,7.82,107.69,16.66,22.22,30.43,8.86,15.38,46.66,1400,466.66,466.66,200,2000,93.33,35,26.92,60.86,200
10&5,1.83,2.48,2.07,0,0,0,0,21.21,12.17,13.33,5.42,12.5,13.46,5.55,6.54,6.6,30.43,35.89,12.5,20.28,15.9,17.28,50,155.55,56,77.77,350,2000,280,155.55,116.66,175,155.55
9&5,4.96,3.38,1.07,1,2.01,2.45,1.9,51.85,9.85,34.14,7.48,45.16,7.48,12.84,4.91,8.53,280,10.29,50,24.56,6.73,10.68,41.17,2000,700,233.33,466.66,1400,116.66,33.33,16.27,32.55,42.42
8&5,1.71,2.59,2.17,0,0,0,0,25,13.08,10.85,5.71,11.76,15.21,5.71,6.57,7.07,29.16,32.55,13.08,14.58,15.55,20.58,35,140,58.33,60.86,140,2000,175,200,155.55,175,280
7&5,4.26,3.02,1.15,1,1.76,2.57,2.1,35,10,23.33,5.93,35,7.82,11.76,4.91,8.53,100,11.47,30.43,35.89,6.93,13.2,60.86,1400,1400,280,466.66,2000,107.69,38.88,23.33,31.81,63.63
6&5,3.38,2.62,1.32,0,0,0,0,35,10.07,17.28,5.32,23.72,9.15,9.39,4.81,7.14,66.66,14.28,29.16,34.14,8.8,14.14,42.42,700,350,350,350,700,116.66,51.85,35,60.86,116.66
6&7,2.06,2.46,1.85,0,0,0,0,26.41,12.96,12.84,5.18,13.33,15.9,6.08,5.66,6.6,45.16,26.92,15.21,17.94,12.06,17.72,43.75,350,175,87.5,350,2000,155.55,77.77,56,155.55,280
6&8,2.68,2.59,1.49,0,0,0,0,26.41,11.2,14.73,5.14,19.17,10.37,8.04,5.16,7.48,60.86,19.71,24.56,20,10.21,14.89,51.85,466.66,200,155.55,127.27,2000,233.33,42.42,31.11,127.27,127.27
6&9,2.01,2.46,1.9,0,0,0,0,31.81,13.46,13.2,5.55,16.09,17.07,6,6.42,6.25,28,35,16.09,16.86,12.17,13.86,29.16,175,60.86,116.66,200,1400,107.69,48.27,93.33,107.69,280
6&10,2.73,2.48,1.51,0,0,0,0,25.45,11.11,14,4.66,21.53,9.21,7.77,5.66,7.9,41.17,18.91,29.16,22.95,11.96,14.43,45.16,466.66,175,175,280,1400,200,45.16,36.84,82.35,77.77
6&11,2.88,2.5,1.46,0,0,0,0,27.45,9.72,13.2,5.4,20,11.38,8.86,5.18,6.82,116.66,16.66,29.16,21.87,10,15.21,33.33,466.66,175,100,700,1400,140,58.33,40,73.68,87.5
6&12,1.47,2.49,2.87,0,0,0,0,16.27,9.85,7.82,4.56,9.79,20,4.79,8,9.58,19.71,53.84,13.33,17.07,51.85,40,63.63,87.5,37.83,73.68,350,1400,1400,466.66,280,466.66,466.66
6&13,1.89,2.71,1.87,0,0,0,0,25.92,10.6,10,5.95,12.17,15.05,5.76,6.36,7.21,48.27,31.81,17.94,16.27,13.72,18.91,46.66,140,77.77,116.66,175,700,155.55,60.86,40,155.55,280
6&14,3.37,2.81,1.28,0,0,0,0,33.33,11.76,17.5,5.9,33.33,10,8.86,4.57,7.82,107.69,13.46,29.78,24.13,8.43,11.29,35.89,280,233.33,350,700,1400,155.55,45.16,30.43,82.35,56
6&15,1.82,2.54,2.05,0,0,0,0,32.55,14,12.61,5.49,10.29,14.58,5.62,6.73,6.66,35,42.42,12.17,16.47,15.73,14.28,33.33,200,116.66,127.27,466.66,2000,200,82.35,100,127.27,175
6&16,2.7,2.73,1.44,0,0,0,0,29.16,10.29,11.66,5.49,20.89,9.45,8.64,5.14,7.95,53.84,18.42,22.95,25,11.86,13.72,45.16,700,466.66,107.69,200,1400,200,37.83,29.16,73.68,155.55
16&6,1.41,2.77,2.75,0,0,0,0,29.16,13.86,10.37,5.71,8,20.58,5.44,8.09,7.82,18.18,70,11.38,11.47,24.56,20.28,46.66,63.63,40,50,233.33,700,466.66,140,280,700,175
15&6,2.07,2.4,1.88,0,0,0,0,25.92,10.85,16.09,5.34,20,13.46,6.14,5.98,6.27,30.43,33.33,15.73,17.72,15.05,13.86,34.14,140,56,77.77,107.69,466.66,233.33,116.66,140,127.27,140
14&6,1.29,2.81,3.34,0,0,0,0,23.72,20.28,11.47,6.27,8.43,27.45,5.1,9.27,7.36,16.66,100,8.09,11.11,25.45,24.56,58.33,45.16,35,33.33,140,1400,350,140,175,2000,87.5
13&6,1.95,2.44,1.96,0,0,0,0,29.78,12.5,10.85,4.84,16.86,12.06,5.98,5.66,6.89,34.14,38.88,15.05,19.44,14.28,20,42.42,127.27,58.33,93.33,140,2000,466.66,116.66,116.66,233.33,350
12&6,2.74,2.53,1.49,0,0,0,0,16.27,8.28,12.72,5.03,16.66,8.13,7.48,5.66,8.18,50,16.27,29.16,29.78,10.76,21.53,82.35,1400,700,700,1400,1400,466.66,70,53.84,116.66,200
11&6,1.5,2.69,2.55,0,0,0,0,22.58,12.38,10.93,5.93,10,20.58,5.34,6.51,7.4,19.17,50,9.33,17.5,31.11,26.92,43.75,63.63,43.75,46.66,350,2000,280,116.66,155.55,1400,116.66
10&6,1.51,2.69,2.51,0,0,0,0,24.13,12.38,10,5.51,9.58,19.17,5.76,7.14,7.73,18.42,58.33,11.66,13.86,22.22,20.58,53.84,82.35,41.17,51.85,200,1400,350,350,155.55,466.66,116.66
9&6,1.86,2.59,1.96,0,0,0,0,38.88,15.73,13.2,5.93,16.27,14.73,5.66,6.06,6.25,26.92,34.14,13.33,16.86,13.08,13.46,33.33,140,63.63,53.84,200,1400,140,77.77,107.69,350,280
8&6,1.49,2.4,2.89,0,0,0,0,27.45,15.55,12.72,4.82,10.6,18.42,4.82,8.09,6.93,17.28,107.69,11.86,12.96,26.92,23.72,36.84,77.77,43.75,48.27,233.33,1400,466.66,233.33,155.55,700,127.27
7&6,1.73,2.71,2.06,0,0,0,0,30.43,11.02,13.59,5.55,14.89,14.89,5.28,6.89,7.25,26.41,42.42,13.2,12.61,13.86,16.86,58.33,155.55,43.75,82.35,155.55,1400,200,93.33,127.27,466.66,175
7&8,3.15,2.83,1.31,0,0,0,0,27.45,11.66,17.07,5.98,26.41,8.13,8.53,5.36,8.13,175,16.86,21.21,25,7.95,12.17,38.88,466.66,233.33,466.66,466.66,1400,233.33,45.16,26.41,41.17,127.27
7&9,1.41,2.72,2.82,0,0,0,0,29.16,17.94,12.61,6.36,11.96,25,5.69,8.18,6.6,19.17,56,8.38,10.44,25.92,17.28,42.42,77.77,22.22,43.75,87.5,1400,175,100,200,700,107.69
7&10,3.18,2.82,1.31,0,0,0,0,25.45,10.68,17.28,5.76,24.56,7.77,8.28,4.87,8.48,107.69,16.09,31.81,22.95,8.8,12.5,50,466.66,1400,280,280,350,175,43.75,36.84,73.68,107.69
7&11,1.95,2.38,2.01,0,0,0,0,30.43,12.61,13.46,4.87,14.58,14.58,5.98,5.83,6.36,37.83,26.92,14.14,14.58,15.55,18.66,41.17,233.33,73.68,100,155.55,1400,280,200,100,280,466.66
7&12,1.63,2.46,2.43,0,0,0,0,18.91,10.29,8.18,4.6,11.38,14.58,5.76,7.1,8.18,20.58,53.84,11.86,20.58,28,27.45,73.68,73.68,53.84,107.69,350,2000,2000,175,155.55,1400,280
7&13,1.5,2.54,2.71,0,0,0,0,31.11,14.43,12.61,5.53,9.58,16.66,5.24,8.33,6.6,17.5,82.35,9.79,15.73,23.33,19.44,35.89,93.33,34.14,58.33,155.55,700,466.66,233.33,466.66,233.33,175
7&14,4.2,3.09,1.15,1,1.78,2.6,2.07,31.81,10.6,24.56,7.03,35.89,8.43,10.37,5.12,8.18,175,10.21,38.88,30.43,6.73,12.06,35.89,2000,1400,155.55,700,2000,82.35,37.83,21.53,29.16,93.33
7&15,1.36,2.72,3.04,0,0,0,0,34.14,16.66,10.93,6.03,10.29,26.41,5.3,7.9,6.86,17.07,63.63,6.89,15.9,25,30.43,38.88,66.66,29.78,40,175,2000,466.66,200,175,350,93.33
7&16,3.47,2.78,1.27,0,0,0,0,25,10.52,16.66,5.85,26.92,8.23,9.27,4.72,8.09,127.27,16.86,29.78,29.78,8.09,13.46,42.42,466.66,466.66,1400,350,700,233.33,51.85,29.16,45.16,60.86
16&7,1.3,3.06,2.99,0,0,0,0,34.14,15.73,10.52,6.79,8.75,25,4.91,8.64,7.9,14.73,73.68,8.75,11.57,21.21,26.41,43.75,50,37.83,50,127.27,1400,466.66,155.55,200,466.66,77.77
15&7,3.16,2.89,1.3,0,0,0,0,31.81,10.37,14.89,6.19,31.11,10.68,8.28,4.87,8.09,87.5,14.28,28.57,28,8.18,11.86,35.89,700,280,200,233.33,1400,155.55,36.84,28.57,73.68,73.68
14&7,1.2,2.83,4.01,-1,2.28,2.56,1.66,41.17,21.87,10.85,6.6,8.86,32.55,5.14,10.29,7.07,12.38,107.69,7.9,11.29,38.88,31.81,28.57,29.16,23.72,35,70,2000,700,280,466.66,466.66,77.77
13&7,2.59,2.6,1.51,0,0,0,0,25,11.66,16.66,5.44,16.66,11.76,7.14,5.51,7.25,58.33,21.87,19.17,21.87,8.86,14.43,45.16,280,466.66,233.33,1400,2000,155.55,51.85,33.33,66.66,116.66
12&7,2.31,2.46,1.69,0,0,0,0,22.22,9.39,10.07,4.57,16.66,10.29,6.63,5.62,8.04,53.84,19.44,18.91,28.57,13.72,21.53,56,350,350,140,466.66,2000,350,140,60.86,116.66,233.33
11&7,2.01,2.5,1.87,0,0,0,0,32.55,12.06,12.38,5.26,15.21,12.5,6.42,6.3,6.79,32.55,34.14,13.33,17.28,13.08,15.55,35.89,175,100,87.5,280,350,350,100,51.85,175,233.33
10&7,1.26,2.88,3.44,0,0,0,0,22.22,16.27,9.52,6.73,8.97,29.78,4.69,10,7.25,12.5,82.35,8.8,13.59,25.92,28.57,63.63,50,25.45,50,140,2000,466.66,350,700,350,116.66
9&7,2.77,2.64,1.44,0,0,0,0,40,12.17,17.94,6.3,19.44,11.57,7.86,5.78,6.33,82.35,17.94,23.33,19.44,9.39,10.68,28.57,1400,127.27,100,700,700,155.55,42.42,25.92,73.68,93.33
8&7,1.3,2.72,3.35,0,0,0,0,25.45,17.94,8.69,5.78,9.72,24.56,5.22,8.91,7.6,13.33,77.77,9.27,13.33,41.17,23.72,45.16,36.84,28.57,51.85,140,1400,350,466.66,233.33,1400,116.66
8&9,1.21,2.81,3.97,-1,2.23,2.67,1.64,45.16,26.92,15.05,6.66,8.97,43.75,5.05,11.29,6.3,14.14,87.5,7.9,9.72,34.14,19.71,45.16,28.57,19.71,32.55,155.55,350,280,280,280,1400,43.75
8&10,1.45,2.73,2.65,0,0,0,0,27.45,14.58,11.86,5.78,9.85,18.18,5,7.48,7.77,17.5,70,9.39,12.84,20.58,28,36.84,93.33,46.66,63.63,200,2000,175,350,116.66,233.33,155.55
8&11,1.54,2.53,2.59,0,0,0,0,29.78,14.89,10.76,5.12,11.66,17.72,5.18,7.65,7.07,23.33,70,9.79,14.43,22.22,19.44,41.17,175,38.88,51.85,155.55,2000,233.33,155.55,175,233.33,175
8&12,1.34,2.69,3.19,0,0,0,0,17.72,14.14,7.6,5.2,8.64,24.56,5.16,8.48,9.09,15.21,82.35,8.23,19.17,32.55,30.43,87.5,60.86,35,100,233.33,1400,700,280,466.66,1400,175
8&13,1.24,2.81,3.69,0,0,0,0,24.56,20.89,11.11,5.69,8.23,32.55,4.72,9.27,8.43,14,155.55,7.44,13.46,40,22.58,51.85,35.89,41.17,38.88,155.55,1400,700,200,466.66,2000,63.63
8&14,3.69,2.89,1.23,0,0,0,0,36.84,15.05,24.13,7.69,29.16,13.33,11.66,5.55,7.07,200,14.43,25.45,20.58,7.48,10,22.22,1400,280,127.27,233.33,700,63.63,22.95,19.17,30.43,22.58
8&15,1.09,3.41,4.5,-1,1.93,2.51,1.94,38.88,25.92,9.72,8.23,6.93,35.89,4.82,10.93,8.09,11.66,127.27,6.63,13.33,45.16,38.88,45.16,32.55,21.21,22.95,77.77,2000,1400,233.33,700,466.66,73.68
8&16,1.53,2.55,2.59,0,0,0,0,32.55,14.28,11.86,5.55,10.21,22.58,5.71,7.29,6.63,19.44,56,9.39,15.73,20.58,19.17,37.83,100,35.89,51.85,93.33,350,233.33,280,200,350,175
16&8,2.5,2.54,1.57,0,0,0,0,30.43,10.93,13.59,5.22,18.42,12.96,7.03,5.42,6.63,51.85,18.91,23.72,21.87,10.6,14.28,53.84,200,175,140,280,2000,233.33,53.84,35,93.33,233.33
15&8,4.48,3.29,1.1,1,1.89,2.58,1.94,33.33,10.52,24.13,7.36,46.66,6.69,10.85,4.92,8.69,100,9.58,51.85,35.89,7.4,12.72,45.16,466.66,466.66,233.33,466.66,1400,93.33,31.11,25.45,22.95,87.5
14&8,1.19,3.23,3.5,0,0,0,0,50,25.92,15.38,8.69,10.29,34.14,5.09,9.45,7.48,14.14,155.55,7.69,8.97,25.45,20,27.45,40,18.91,28,70,233.33,155.55,233.33,233.33,1400,28
13&8,3.96,2.94,1.19,1,1.69,2.5,2.28,35.89,10.14,20.89,6.54,35.89,8.38,10.44,4.81,7.29,127.27,13.86,34.14,28.57,6.42,11.38,48.27,700,466.66,466.66,350,1400,233.33,41.17,34.14,38.88,82.35
12&8,3.11,2.72,1.35,0,0,0,0,20,7.69,12.5,5.36,25,7.44,8.13,5.49,8.58,93.33,12.72,34.14,33.33,9.79,20.28,73.68,700,700,280,700,1400,280,66.66,56,43.75,200
11&8,2.48,2.74,1.51,0,0,0,0,27.45,11.11,14.73,5.62,17.5,11.76,7,5.44,7.95,50,23.33,21.21,21.21,9.09,14.28,42.42,350,140,175,233.33,1400,140,53.84,26.92,66.66,350
10&8,2.62,2.6,1.5,0,0,0,0,22.58,10.44,14.89,5.8,18.66,10,7.73,5.53,7.4,43.75,17.28,22.22,20.58,10.68,15.38,32.55,466.66,155.55,200,1400,700,175,50,38.88,70,175
9&8,3.84,2.79,1.23,1,1.61,2.6,2.34,41.17,13.59,28.57,6.48,35.89,9.27,9.72,5.07,6.86,100,13.72,31.81,25.92,7.73,10.29,32.55,700,175,200,466.66,350,66.66,33.33,22.58,43.75,48.27
9&10,3.7,2.83,1.24,0,0,0,0,41.17,14.28,21.53,6.33,41.17,8.69,9.52,5.07,7.21,107.69,13.86,27.45,26.41,7.9,9.92,32.55,1400,280,200,700,1400,107.69,41.17,21.87,40,48.27
9&11,3.98,3.09,1.17,1,1.74,2.55,2.16,36.84,10.37,26.92,7.21,38.88,8.86,10.93,4.87,7.69,87.5,12.61,35.89,20.89,7.4,12.28,36.84,2000,233.33,350,466.66,1400,116.66,29.78,19.44,31.11,53.84
9&12,1.74,2.62,2.11,0,0,0,0,22.22,12.61,11.86,6.03,12.61,12.84,5.78,6.33,6.6,29.16,43.75,12.28,13.33,14.28,22.22,56,107.69,58.33,66.66,280,1400,280,116.66,155.55,466.66,466.66
9&13,2.61,2.63,1.5,0,0,0,0,31.81,14.43,19.44,6.16,20.58,16.09,7.1,5.14,6.79,73.68,19.71,16.27,22.95,10.44,10.6,26.92,280,107.69,127.27,350,466.66,127.27,28,28.57,60.86,233.33
9&14,4.45,3.47,1.09,1,1.95,2.5,1.93,87.5,13.2,29.78,8.48,50,8.53,11.11,4.89,7.86,280,11.96,34.14,33.33,6.27,9.45,33.33,1400,175,140,233.33,700,73.68,22.58,18.42,27.45,45.16
9&15,1.39,2.8,2.83,0,0,0,0,43.75,18.18,13.86,7.03,10.52,25,5.4,8.86,6.48,18.18,48.27,8.64,11.29,23.33,18.66,30.43,50,28,31.81,127.27,233.33,100,107.69,280,200,77.77
9&16,3.79,2.94,1.21,1,1.65,2.64,2.23,66.66,13.46,22.95,7.03,35.89,9.03,10,5.03,6.69,175,12.72,40,21.87,7.86,10.52,30.43,1400,200,155.55,280,2000,93.33,24.56,22.95,46.66,40
16&9,1.21,3.14,3.5,0,0,0,0,63.63,27.45,14.14,6.96,9.72,28.57,5.2,9.45,7.36,13.72,107.69,6.45,10.21,26.41,25,43.75,43.75,22.58,28.57,82.35,2000,155.55,100,233.33,1400,51.85
15&9,2.81,2.63,1.44,0,0,0,0,46.66,14.43,20.28,6.27,21.21,12.17,7.77,5.44,6.11,73.68,17.72,21.53,19.44,9.15,10,29.78,350,280,127.27,233.33,700,87.5,26.41,33.33,116.66,175
14&9,1.09,3.19,4.94,-1,1.83,2.71,1.94,51.85,35.89,14,8.28,8.58,66.66,5.1,11.66,7.03,10.37,280,5.83,11.57,40,30.43,35.89,36.84,16.86,21.87,66.66,350,350,200,280,1400,35
13&9,1.49,2.75,2.51,0,0,0,0,30.43,17.72,14.58,7.29,14.28,19.44,4.82,7.56,6.3,17.28,63.63,8.86,14.43,20.89,14.58,29.78,100,35.89,33.33,233.33,700,280,127.27,107.69,233.33,100
12&9,2.2,2.63,1.67,0,0,0,0,25.45,9.72,12.5,5.2,15.38,13.08,6.25,5.28,7.69,51.85,25.45,16.66,20.28,14,17.5,53.84,280,175,175,233.33,2000,200,50,56,77.77,280
11&9,1.19,2.84,4.14,-1,2.17,2.66,1.68,46.66,27.45,15.05,6.96,8.91,33.33,4.87,10.52,6.39,14.43,116.66,7.1,10.93,31.81,33.33,35,45.16,17.72,24.56,87.5,700,1400,200,280,1400,50
10&9,1.24,2.8,3.68,0,0,0,0,46.66,20.89,12.5,5.88,9.21,28.57,4.69,10.52,7.36,16.09,280,8.28,10.93,31.11,20.58,34.14,29.16,27.45,35,127.27,2000,280,280,700,1400,56
10&11,1.55,2.5,2.57,0,0,0,0,35,14.28,9.85,5,11.02,17.28,5.9,6.73,6.93,22.22,58.33,11.11,12.96,24.13,25.45,40,60.86,36.84,63.63,466.66,1400,350,233.33,280,350,140
10&12,1.43,2.61,2.85,0,0,0,0,20.58,10.44,8.8,4.94,7.65,22.95,5.3,7.73,8.86,18.18,70,10.68,20.28,35.89,30.43,53.84,58.33,51.85,63.63,280,2000,2000,466.66,280,700,107.69
10&13,1.22,2.97,3.62,0,0,0,0,27.45,16.66,9.15,6.33,8.75,26.41,4.71,9.85,8.23,11.47,70,8.38,14.43,36.84,40,48.27,48.27,23.33,41.17,116.66,2000,1400,233.33,200,2000,116.66
10&14,2.98,2.68,1.38,0,0,0,0,25.92,11.02,17.07,5.83,21.21,9.45,8,6.16,7.48,100,14.43,27.45,25,8.38,12.06,34.14,700,127.27,233.33,233.33,2000,100,46.66,36.84,48.27,87.5
10&15,1.15,3.02,4.32,-1,2.13,2.51,1.77,30.43,21.53,10.44,6.79,7.4,28,4.86,12.96,7.9,10.37,233.33,7.77,11.57,48.27,26.41,42.42,35.89,23.72,42.42,100,1400,233.33,700,350,1400,66.66
10&16,2.83,2.47,1.48,0,0,0,0,31.11,10.68,14.28,4.96,18.18,9.58,8.58,5.24,6.42,77.77,20.89,25.92,26.41,9.85,13.72,66.66,1400,116.66,175,140,2000,127.27,51.85,51.85,93.33,280
16&10,1.46,2.75,2.62,0,0,0,0,29.78,14.73,10.76,5.83,10.52,18.42,4.92,7.21,7.69,20.58,87.5,10.37,11.76,20.58,20,35.89,107.69,50,42.42,350,1400,466.66,233.33,466.66,466.66,140
15&10,4.44,3.09,1.13,1,1.82,2.61,2,30.43,10.44,22.22,6.82,32.55,7.48,12.38,4.94,7.95,100,12.72,37.83,37.83,6.82,12.84,56,2000,466.66,466.66,700,1400,155.55,25,17.5,36.84,66.66
14&10,1.34,2.64,3.24,0,0,0,0,23.33,18.91,10.6,5.6,9.52,26.41,5.05,9.45,8,19.44,77.77,8.69,10.76,24.56,25.92,33.33,63.63,34.14,43.75,87.5,700,280,200,116.66,466.66,140
13&10,3.24,2.91,1.28,0,0,0,0,38.88,9.79,17.07,5.83,21.21,7.6,10.37,5.18,8,93.33,15.38,24.13,25.45,9.09,13.59,50,466.66,233.33,175,350,700,175,42.42,21.87,58.33,107.69
12&10,3.23,2.47,1.39,0,0,0,0,15.38,7.21,12.5,4.59,22.22,9.15,9.33,5,9.27,87.5,16.66,43.75,31.11,11.66,14.73,77.77,233.33,350,466.66,700,1400,700,66.66,48.27,73.68,350
11&10,2.4,2.77,1.53,0,0,0,0,29.16,11.02,12.38,5.57,14.89,9.33,6.86,5.12,8.04,45.16,23.72,21.21,25.45,10.68,14,45.16,700,280,233.33,280,2000,233.33,70,46.66,100,280
11&12,1.39,2.54,3.13,0,0,0,0,20,14.58,8.23,4.79,8.18,20.89,4.98,8.18,8.23,16.47,70,10.93,17.94,41.17,28.57,73.68,66.66,42.42,63.63,280,2000,700,1400,280,1400,155.55
11&13,1.24,2.85,3.66,0,0,0,0,33.33,17.28,10.37,5.93,7.17,43.75,5.03,10.29,8.13,14.28,100,8.43,13.08,29.78,24.13,36.84,56,20,50,116.66,700,700,280,233.33,1400,100
11&14,3.09,2.7,1.35,0,0,0,0,27.45,10.85,17.07,6.27,28,10,8.75,4.96,7.07,70,17.94,24.56,22.95,9.27,11.96,31.11,466.66,127.27,350,350,1400,200,31.11,31.11,51.85,155.55
11&15,1.14,2.89,4.77,-1,2.05,2.57,1.8,36.84,24.56,10.44,6,6.76,43.75,5.07,14.89,7.69,11.86,140,7.65,11.2,46.66,24.13,51.85,35,18.18,34.14,155.55,466.66,700,200,466.66,2000,100
11&16,2.64,2.56,1.51,0,0,0,0,30.43,10.52,15.73,5.28,18.42,9.85,7.77,5.22,7.17,56,22.58,20.28,22.22,11.66,13.46,36.84,700,140,155.55,200,700,175,48.27,41.17,200,82.35
16&11,1.54,2.58,2.53,0,0,0,0,31.81,12.5,10.44,5.44,12.5,20.58,5.36,6.76,7.32,18.66,50,10.37,14.58,27.45,20.58,29.78,82.35,40,58.33,200,700,1400,116.66,700,466.66,127.27
15&11,4.6,3.05,1.13,1,1.83,2.51,2.05,37.83,10.6,22.95,6.54,50,8.04,11.76,5,8.38,200,11.29,37.83,35.89,6.86,10.44,34.14,2000,350,233.33,466.66,2000,127.27,37.83,18.66,28.57,82.35
14&11,1.36,2.75,3,0,0,0,0,34.14,18.42,11.02,5.9,10.29,17.28,4.76,8.48,7.48,17.28,70,9.03,12.06,25.92,26.92,34.14,66.66,41.17,41.17,100,700,466.66,155.55,280,1400,100
13&11,3.86,2.73,1.24,1,1.6,2.61,2.36,29.78,9.39,22.22,5.66,31.11,8.64,10.07,5.26,7.6,155.55,12.5,37.83,25.45,8.33,11.86,45.16,350,350,466.66,466.66,700,700,41.17,22.95,36.84,82.35
12&11,3.16,2.59,1.37,0,0,0,0,17.07,8.53,13.59,4.87,21.21,8.69,8.58,4.74,9.65,66.66,14.28,29.78,56,10.68,16.47,56,700,200,200,700,2000,233.33,73.68,35,116.66,200
12&13,2.15,2.5,1.76,0,0,0,0,18.42,10.44,9.85,5.01,13.2,11.76,6.42,5.85,7.77,48.27,28,18.91,23.33,14.28,18.91,56,466.66,200,350,233.33,2000,155.55,66.66,53.84,116.66,155.55
12&14,3.69,2.81,1.24,0,0,0,0,24.56,7.44,18.18,5.07,32.55,7.82,8.75,4.98,9.45,116.66,13.46,35,33.33,9.09,15.05,82.35,2000,700,1400,700,2000,233.33,51.85,27.45,51.85,107.69
12&15,1.92,2.63,1.89,0,0,0,0,25.92,11.29,9.21,4.96,11.11,13.08,6.33,5.6,8.18,27.45,34.14,19.44,20,14.43,17.94,60.86,175,87.5,175,280,1400,466.66,116.66,73.68,280,350
12&16,3.26,2.64,1.34,0,0,0,0,18.18,8,12.38,5.16,26.41,7,8.75,5.16,8.53,100,18.18,33.33,36.84,9.85,17.28,87.5,2000,700,233.33,1400,1400,200,60.86,38.88,58.33,233.33
16&12,1.35,2.65,3.17,0,0,0,0,18.91,12.84,7.52,5.51,8.53,21.87,5.62,8.75,7.73,15.05,107.69,9.03,19.17,32.55,34.14,73.68,73.68,28,56,175,2000,1400,700,175,2000,155.55
15&12,1.8,2.6,2.04,0,0,0,0,22.22,10.21,9.72,5.16,12.38,11.11,5.9,6.27,7.73,26.41,35.89,13.59,19.71,20.89,21.21,60.86,107.69,87.5,93.33,280,2000,280,233.33,116.66,350,200
14&12,1.25,2.83,3.62,0,0,0,0,25.45,14,8.09,5.46,7.69,30.43,4.79,9.33,8.86,12.61,140,9.45,15.73,42.42,37.83,58.33,36.84,33.33,56,280,1400,700,466.66,280,2000,93.33
13&12,1.78,2.43,2.19,0,0,0,0,19.44,9.85,9.52,4.43,12.28,16.09,5.9,6,8.48,25,51.85,13.86,18.91,22.22,23.33,60.86,93.33,82.35,100,200,2000,233.33,280,127.27,350,350
13&14,4.2,3.17,1.14,1,1.8,2.57,2.05,45.16,9.85,20,7,37.83,6.54,10.68,4.82,7.86,127.27,12.17,45.16,31.11,7.6,13.46,48.27,1400,466.66,1400,466.66,466.66,175,40,22.58,28.57,60.86
13&15,1.38,2.81,2.83,0,0,0,0,34.14,17.28,12.06,5.98,10.21,25.45,5.1,8.91,7.32,17.07,58.33,8.8,12.17,24.56,15.73,46.66,87.5,30.43,35.89,140,700,350,100,155.55,350,100
13&16,3.5,2.99,1.23,0,0,0,0,34.14,11.2,18.18,6.22,28,7.9,9.72,4.71,7.95,82.35,12.38,36.84,23.33,7.9,13.59,53.84,1400,350,466.66,280,2000,127.27,40,28,42.42,116.66
16&13,1.22,2.91,3.76,-1,2.39,2.49,1.64,26.41,21.53,8.69,6.39,7.44,28,5,9.65,8,13.33,87.5,8.64,12.17,29.16,38.88,42.42,46.66,28,35.89,233.33,1400,350,350,466.66,1400,127.27
15&13,3.15,2.76,1.33,0,0,0,0,28,9.92,22.58,6.45,26.41,9.45,8.04,5.26,6.89,73.68,16.27,24.13,22.95,8.53,11.11,38.88,700,140,700,466.66,1400,175,37.83,33.33,53.84,280
